movieId,title,genres
movieId 119218,The Punisher: Dirty Laundry (2012),Action|Crime|Drama
movieId 119655,Seventh Son (2014),Adventure|Children|Fantasy
movieId 119714,Corner Gas: The Movie (2014),Comedy
movieId 119828,A Man Called Blade (1977),Action|Drama|Thriller|Western
movieId 119964,A Merry Friggin' Christmas (2014),Comedy
movieId 120130,Into the Forest of Fireflies' Light (2011),Animation|Drama|Fantasy
movieId 120138,PK (2014),Comedy|Drama|Fantasy|Mystery|Romance
movieId 120466,Chappie (2015),Action|Thriller
movieId 120478,The Salt of the Earth (2014),Documentary
movieId 120625,The Fool (2014),Drama
movieId 120635,Taken 3 (2015),Action|Crime|Thriller
movieId 120637,Blackhat (2015),Action|Crime|Drama|Mystery|Thriller
movieId 120761,By the Law (1926),Drama
movieId 120783,Son of a Gun (2014),Action|Crime|Drama
movieId 120799,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller
movieId 120807,John Mulaney: New In Town (2012),Comedy
movieId 120813,Patton Oswalt: My Weakness Is Strong (2009),Comedy
movieId 120827,The Hound of the Baskervilles (1988),Crime|Drama|Horror|Mystery
movieId 120919,Man on High Heels (2014),Action|Comedy
movieId 121007,Space Buddies (2009),Adventure|Children|Fantasy|Sci-Fi
movieId 121035,Houdini (2014),Drama
movieId 121097,To Grandmother's House We Go (1992),Adventure|Children|Comedy
movieId 121099,101 Dalmatians II: Patch's London Adventure (2003),Animation|Children
movieId 121129,The Hungover Games (2014),Comedy
movieId 121169,The Duke of Burgundy (2014),Drama
movieId 121171,Red Army (2014),Documentary
movieId 121231,It Follows (2014),Horror
movieId 121253,The Town that Dreaded Sundown (2014),Horror|Thriller
movieId 121338,Carry on Cabby (1963),Adventure|Comedy|Romance
movieId 121342,Carry on Cruising (1962),Comedy|Romance
movieId 121372,Bill Burr: Let It Go (2010),Comedy
movieId 121374,Bill Burr: Why Do I Do This? (2008),Comedy
movieId 121469,Killer Movie (2008),Comedy|Horror|Mystery|Thriller
movieId 121715,Sebastian Maniscalco: What's Wrong with People? (2012),Comedy
movieId 121781,Stuart Little 3: Call of the Wild (2005),Animation|Children|Comedy|Fantasy
movieId 122092,Guy X (2005),Comedy|War
movieId 122246,Tooth Fairy 2 (2012),Children|Comedy
movieId 122260,The Diary of Anne Frank (2009),Drama|War
movieId 122433,The Deadly Bees (1967),Horror|Mystery|Thriller
movieId 122490,Wicked Blood (2014),Action|Drama|Thriller
movieId 122627,Oblivion 2: Backlash (1996),Sci-Fi
movieId 122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
movieId 122884,Insidious: Chapter 3 (2015),Fantasy|Horror|Thriller
movieId 122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
movieId 122888,Ben-hur (2016),(no genres listed)
movieId 122890,Warcraft (2016),Action|Adventure|Fantasy
movieId 122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
movieId 122896,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed)
movieId 122898,Justice League (2017),Action|Adventure|Sci-Fi
movieId 122900,Ant-Man (2015),Action|Adventure|Sci-Fi
movieId 122902,Fantastic Four (2015),Action|Adventure|Fantasy|Sci-Fi
movieId 122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
movieId 122906,Black Panther (2017),Action|Adventure|Sci-Fi
movieId 122912,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi
movieId 122916,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi
movieId 122918,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
movieId 122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
movieId 122922,Doctor Strange (2016),Action|Adventure|Sci-Fi
movieId 122924,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
movieId 122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy
movieId 122932,Elsa & Fred (2014),Children|Comedy|Romance
movieId 123200,Jim Jefferies: I Swear to God (2009),Comedy
movieId 123310,Tornado! (1996),Action
movieId 123545,The Blue Lagoon (1949),Drama|Romance
movieId 123553,In the Name of the King III (2014),Action|Adventure|Drama|Fantasy
movieId 123947,Cake (2014),Drama
movieId 124273,Kevin Smith: Too Fat For 40 (2010),Comedy
movieId 124404,"Snowflake, the White Gorilla (2011)",Adventure|Animation|Children|Comedy
movieId 124484,Kenny & Company (1976),Comedy|Drama
movieId 124851,Delirium (2014),Adventure|Romance|Sci-Fi
movieId 124853,Why Man Creates (1968),Animation|Documentary
movieId 124859,The Gambler (2014),Crime|Drama|Thriller
movieId 125221,The Beast of Hollow Mountain (1956),Horror|Sci-Fi|Western
movieId 125914,Mortdecai (2015),Adventure|Comedy|Mystery|Romance
movieId 125916,Fifty Shades of Grey (2015),Drama|Romance
movieId 125970,Halloweentown (1998),Adventure|Children|Comedy|Fantasy
movieId 125974,Halloweentown High (2004),Adventure|Children|Comedy|Fantasy
movieId 126088,A Flintstones Christmas Carol (1994),Animation|Children|Comedy
movieId 126090,Hedgehog in the Fog (1975),Animation
movieId 126142,The Cave of the Golden Rose (1991),Adventure|Children|Fantasy
movieId 126420,American Heist (2015),Action
movieId 126426,Solyaris (1968),Drama|Sci-Fi
movieId 126430,The Pacific (2010),Action|Adventure|Drama|War
movieId 126482,Strange Magic (2015),Animation|Children|Fantasy|Musical
movieId 126548,The DUFF (2015),Comedy
movieId 126577,"Daddy, I'm A Zombie (2012)",Animation|Comedy|Fantasy
movieId 126921,The Fox and the Hound 2 (2006),Adventure|Animation|Children|Comedy
movieId 127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance
movieId 127096,Project Almanac (2015),Sci-Fi|Thriller
movieId 127098,Louis C.K.: Live at The Comedy Store (2015),Comedy
movieId 127108,Brooklyn (2015),Drama|Romance
movieId 127114,The End of the Tour (2015),Drama
movieId 127116,Experimenter (2015),Drama
movieId 127130,Mistress America (2015),Comedy
movieId 127132,Zipper (2015),Drama|Thriller
movieId 127134,A Walk in the Woods (2015),Adventure|Comedy|Drama
movieId 127136,True Story (2015),Drama|Mystery|Thriller
movieId 127146,Kurt Cobain: Montage of Heck (2015),Documentary
movieId 127152,Going Clear: Scientology and the Prison of Belief (2015),Documentary
movieId 127164,"What Happened, Miss Simone? (2015)",Documentary
movieId 127172,A Story of Children and Film (2013),Documentary
movieId 127180,"Story of Film: An Odyssey, The (2011)",Documentary
movieId 127184,Eden (2014),Drama
movieId 127194,The D Train (2015),Comedy
movieId 127198,Dope (2015),Comedy|Drama
movieId 127202,Me and Earl and the Dying Girl (2015),Drama
movieId 127204,The Overnight (2015),Comedy
movieId 127212,The Stanford Prison Experiment (2015),Drama|Thriller
movieId 127298,A Pigeon Sat on a Branch Reflecting on Existence (2014),Comedy|Drama
movieId 127319,The Loft (2014),Thriller
movieId 127323,Vice (2015),Action|Adventure|Sci-Fi|Thriller
movieId 127390,Family Guy Presents: Blue Harvest (2007),Animation|Comedy
movieId 128087,Trinity and Sartana Are Coming (1972),Comedy|Western
movieId 128089,Kevin Hart: I'm a Grown Little Man (2009),Comedy
movieId 128097,Jim Norton: American Degenerate (2013),Comedy
movieId 128099,Jim Jefferies: BARE (2014),Comedy
movieId 128197,Hard Promises (1991),Comedy|Romance
movieId 128360,The Hateful Eight (2015),Western
movieId 128366,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),Comedy
movieId 128488,Wild Card (2015),Action|Crime|Drama|Thriller
movieId 128512,Paper Towns (2015),Drama|Mystery|Romance
movieId 128520,The Wedding Ringer (2015),Comedy
movieId 128542,Wyrmwood (2015),Action|Horror|Sci-Fi
movieId 128592,The Boy Next Door (2015),Mystery|Thriller
movieId 128594,Boy Meets Girl (2015),Comedy|Drama|Romance
movieId 128620,Victoria (2015),Crime|Drama|Romance
movieId 128695,The Dark Valley (2014),Western
movieId 128736,I'm Here (2010),Drama
movieId 128832,The Last Five Years (2014),Comedy|Drama|Musical|Romance
movieId 128838,Crimson Peak (2015),Horror
movieId 128842,Dragonheart 3: The Sorcerer's Curse (2015),Action|Adventure|Fantasy
movieId 128852,Chris Rock: Bigger & Blacker (1999),Comedy
movieId 128900,The Natural Love (1996),Documentary
movieId 128902,The Forgotten Space (2010),Documentary
movieId 128908,Cloudburst (2011),Adventure|Comedy|Drama
movieId 128914,Tom Segura: Completely Normal (2014),Comedy
movieId 128944,"Honey, We Shrunk Ourselves (1997)",Action|Adventure|Children|Comedy|Sci-Fi
movieId 128968,Stitch! The Movie (2003),Animation|Children|Comedy
movieId 128975,Hot Tub Time Machine 2 (2015),Comedy|Sci-Fi
movieId 128991,Johnny Express (2014),Animation|Comedy|Sci-Fi
movieId 129011,Eddie Izzard: Glorious (1997),Comedy
movieId 129229,Northmen - A Viking Saga (2014),Action|Adventure
movieId 129250,Superfast! (2015),(no genres listed)
movieId 129313,Reality (2014),Comedy
movieId 129333,Julia (2014),Horror|Thriller
movieId 129354,Focus (2015),Comedy|Crime|Drama|Romance
movieId 129397,Marvel One-Shot: Item 47 (2012),Action|Fantasy|Sci-Fi
movieId 129428,The Second Best Exotic Marigold Hotel (2015),Comedy|Drama
movieId 129514,George Carlin: It's Bad for Ya! (2008),Comedy
movieId 129657,Tracers (2015),Action
movieId 129659,"McFarland, USA (2015)",Drama
movieId 129737,Unfinished Business (2015),Comedy
movieId 129779,Ghost in the Shell Arise - Border 1: Ghost Pain (2013),Action|Animation|Sci-Fi
movieId 129937,Run All Night (2015),Action|Crime|Drama|Thriller
movieId 130050,Digging Up the Marrow (2014),Drama|Fantasy|Horror|Mystery|Thriller
movieId 130052,Clown (2014),Drama|Horror
movieId 130073,Cinderella (2015),Children|Drama|Fantasy|Romance
movieId 130083,Kidnapping Mr. Heineken (2015),Action|Crime|Drama|Thriller
movieId 130087,The Cobbler (2015),Comedy|Drama|Fantasy
movieId 130444,Ruby Red (2013),Adventure|Children|Fantasy|Sci-Fi
movieId 130450,Pan (2015),Adventure|Children|Fantasy
movieId 130452,While We're Young (2014),Comedy|Drama
movieId 130482,Too Late for Tears (1949),Crime|Drama|Film-Noir|Mystery|Thriller
movieId 130490,Insurgent (2015),Action|Sci-Fi|Thriller
movieId 130498,La vérité si je mens ! (1997),Comedy
movieId 130518,The Amazing Screw-On Head (2006),Action|Adventure|Animation|Comedy|Sci-Fi
movieId 130520,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
movieId 130576,Midnight Special (2015),Drama|Sci-Fi
movieId 130578,"Gunman, The (2015)",Action|Thriller
movieId 130634,Furious 7 (2015),Action|Crime|Thriller
movieId 130686,The Final Girls (2015),Comedy|Horror
movieId 130840,Spring (2015),Horror|Romance|Sci-Fi
movieId 130842,Power/Rangers (2015),Action|Adventure|Sci-Fi
movieId 130970,George Carlin: Life Is Worth Losing (2005),Comedy
movieId 130976,Legend No. 17 (2013),Drama
movieId 130978,Love and Pigeons (1985),Comedy|Romance
movieId 131013,Get Hard (2015),Comedy|Crime
movieId 131023,That Sugar Film (2014),Documentary
movieId 131098,Saving Santa (2013),Animation|Children|Comedy
movieId 131104,The Brain (1969),Comedy|Crime
movieId 131130,Tom and Jerry: A Nutcracker Tale (2007),Animation|Comedy
movieId 131237,What Men Talk About (2010),Comedy
movieId 131439,Kill Me Three Times (2014),Thriller
movieId 131480,Poker Night (2014),Action|Crime|Thriller
movieId 131578,Reckless Kelly (1994),Comedy
movieId 131610,Willy/Milly (1986),Comedy|Fantasy
movieId 131656,Shaun the Sheep Movie (2015),Adventure|Animation|Children|Comedy
movieId 131714,Last Knights (2015),Action|Adventure
movieId 131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
movieId 131739,Batman vs. Robin (2015),Action|Adventure|Animation
movieId 131749,Libre et assoupi (2014),Comedy
movieId 131796,Woman in Gold (2015),Drama
movieId 131826,Iliza Shlesinger: Freezing Hot (2015),Comedy
movieId 131920,The Road Within (2014),Comedy|Drama
movieId 131934,The Malibu Bikini Shop (1986),Comedy
movieId 132046,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi
movieId 132084,Let It Be Me (1995),(no genres listed)
movieId 132153,Buzzard (2015),Comedy|Drama|Horror
movieId 132157,Paul Blart: Mall Cop 2 (2015),Action|Comedy|Crime
movieId 132333,Seve (2014),Documentary|Drama
movieId 132335,Breathe (2014),Drama
movieId 132362,Patlabor 2: The Movie (1993),Action|Animation|Sci-Fi
movieId 132422,Da Sweet Blood of Jesus (2014),Comedy|Romance|Thriller
movieId 132424,The Longest Ride (2015),Drama|Romance
movieId 132454,Girltrash: All Night Long (2014),Comedy|Crime|Drama
movieId 132462,Sword of Vengeance (2014),Action|Adventure|Drama
movieId 132488,Lovesick (2014),Comedy|Romance
movieId 132496,Danny Collins (2015),Comedy|Drama
movieId 132584,The Even Stevens Movie (2003),Children|Comedy
movieId 132618,Kite (2014),Action|Crime|Drama|Mystery|Thriller
movieId 132660,Man Up (2015),Comedy|Romance
movieId 132796,San Andreas (2015),Action|Drama|Thriller
movieId 132800,Welcome to Me (2014),Comedy|Drama
movieId 132888,Comedy Central Roast of James Franco (2013),Comedy
movieId 133115,We Could Be King (2014),Documentary
movieId 133195,Hitman: Agent 47 (2015),Action|Crime|Thriller
movieId 133217,B/W (2015),Comedy|Crime|Sci-Fi
movieId 133281,Ricki and the Flash (2015),Comedy|Drama
movieId 133365,Partisan (2015),Drama|Thriller
movieId 133377,Infini (2015),Horror|Sci-Fi|Thriller
movieId 133419,Pitch Perfect 2 (2015),Comedy
movieId 133545,Just Before I Go (2014),Comedy|Drama
movieId 133645,Carol (2015),Drama|Romance
movieId 133712,Office Romance (1977),Comedy|Romance
movieId 133716,Bootleggers (1961),Comedy|Crime
movieId 133771,The Lobster (2015),Comedy|Romance|Sci-Fi
movieId 133780,Güeros (2014),Comedy|Drama
movieId 133782,Maggie (2015),Drama|Horror|Thriller
movieId 133798,Hot Pursuit (2015),Action|Comedy
movieId 133802,Slow West (2015),Action|Thriller|Western
movieId 133832,The Green Inferno (2014),Horror|Thriller
movieId 133867,Barely Lethal (2015),Action|Adventure|Comedy
movieId 133879,Carry On Don't Lose Your Head (1966),Comedy
movieId 134004,What Love Is (2007),Comedy|Romance
movieId 134019,The Monkey King (1964),Animation
movieId 134021,5 to 7 (2014),Comedy|Drama|Romance
movieId 134041,Afonya (1975),Comedy|Drama|Romance
movieId 134095,My Love (2006),Animation|Drama
movieId 134109,Radio Day (2008),Comedy
movieId 134130,The Martian (2015),Adventure|Drama|Sci-Fi
movieId 134158,Return to Sender (2015),Thriller
movieId 134170,Kung Fury (2015),Action|Comedy|Fantasy|Sci-Fi
movieId 134184,Elections Day (2007),Comedy
movieId 134214,Youth (2015),Drama
movieId 134246,Survivor (2015),Action|Thriller
movieId 134248,Hot Girls Wanted (2015),Documentary
movieId 134252,That Munchhausen (1979),Comedy|Drama|Fantasy
movieId 134326,The Taming of the Scoundrel (1980),Comedy
movieId 134334,Phir Hera Pheri (2006),Comedy
movieId 134368,Spy (2015),Action|Comedy|Crime
movieId 134393,Trainwreck (2015),Comedy|Romance
movieId 134515,BMX Bandits (1983),Adventure|Crime|Drama
movieId 134524,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Documentary
movieId 134528,Aloha (2015),Comedy|Drama|Romance
movieId 134775,Dragon Blade (2015),Action|Adventure|Drama
movieId 134783,Entourage (2015),Comedy
movieId 134796,Bitter Lake (2015),Documentary
movieId 134808,No Way Jose (2015),Comedy
movieId 134847,Ghost Graduation (2012),Comedy
movieId 134849,Duck Amuck (1953),Animation|Children|Comedy
movieId 134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
movieId 134859,The Wolfpack (2015),Documentary
movieId 134861,Trevor Noah: African American (2013),(no genres listed)
movieId 134881,Love & Mercy (2014),Drama
movieId 135133,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi
movieId 135137,Pixels (2015),Action|Comedy|Sci-Fi
movieId 135143,Fantastic Beasts and Where to Find Them (2016),Fantasy
movieId 135198,The Hairdresser (2010),Comedy|Drama
movieId 135216,The Star Wars Holiday Special (1978),Adventure|Children|Comedy|Sci-Fi
movieId 135288,Mr. Holmes (2015),Drama|Mystery
movieId 135436,The Secret Life of Pets (2016),Animation|Comedy
movieId 135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),Action|Animation|Crime|Sci-Fi
movieId 135518,Self/less (2015),Action|Mystery|Sci-Fi|Thriller
movieId 135532,The Last Witch Hunter (2015),Action|Adventure|Fantasy
movieId 135534,Krampus (2015),Comedy|Fantasy|Horror
movieId 135536,Suicide Squad (2016),Action|Crime|Sci-Fi
movieId 135567,Independence Day: Resurgence (2016),Action|Adventure|Sci-Fi
movieId 135569,Star Trek Beyond (2016),Action|Adventure|Sci-Fi
movieId 135777,Golmaal (2006),Children|Comedy
movieId 135787,Bruce Lee: A Warrior's Journey (2000),Documentary
movieId 135803,Five Element Ninjas (1982),Action
movieId 135815,The Magnificent Ruffians (1979),Action|Drama
movieId 135861,Ted 2 (2015),Comedy
movieId 135885,Absolutely Anything (2015),Comedy|Sci-Fi
movieId 135887,Minions (2015),Adventure|Animation|Children|Comedy
movieId 135937,The Silence of the Hams (1994),Comedy|Thriller
movieId 136012,Bloodsport III (1996),Action|Thriller
movieId 136016,The Good Dinosaur (2015),Adventure|Animation|Children|Comedy|Fantasy
movieId 136018,Black Mass (2015),Crime|Drama
movieId 136020,Spectre (2015),Action|Adventure|Crime
movieId 136024,The Professional: Golgo 13 (1983),Action|Animation|Crime
movieId 136297,Mortal Kombat: The Journey Begins (1995),Action|Animation
movieId 136305,Sharknado 3: Oh Hell No! (2015),Horror|Sci-Fi
movieId 136341,Scooby-Doo! and the Samurai Sword (2009),Animation|Children|Comedy
movieId 136353,Scooby-Doo! and the Loch Ness Monster (2004),Animation|Children|Comedy
movieId 136355,Big Top Scooby-Doo! (2012),Animation|Children|Comedy
movieId 136359,Scooby-Doo Goes Hollywood (1979),Animation|Children|Comedy
movieId 136443,Gabriel Iglesias: Hot and Fluffy (2007),Comedy
movieId 136445,George Carlin: Back in Town (1996),Comedy
movieId 136447,George Carlin: You Are All Diseased (1999),Comedy
movieId 136449,Ghost in the Shell 2.0 (2008),Action|Animation|Sci-Fi
movieId 136469,Larry David: Curb Your Enthusiasm (1999),Comedy
movieId 136471,Kevin Hart: Laugh at My Pain (2011),Comedy|Documentary
movieId 136503,Tom and Jerry: Shiver Me Whiskers (2006),Animation|Children|Comedy
movieId 136511,Jeff Dunham: All Over the Map (2014),Comedy
movieId 136540,The FP (2012),Comedy
movieId 136556,Kung Fu Panda: Secrets of the Masters (2011),Animation|Children
movieId 136562,Steve Jobs (2015),Drama
movieId 136564,Macbeth (2015),Drama
movieId 136598,Vacation (2015),Adventure|Comedy
movieId 136602,Creep (2014),Horror|Thriller
movieId 136654,The Face of an Angel (2015),Drama
movieId 136664,Wild Horses (2015),Crime|Drama
movieId 136666,Search Party (2014),Comedy
movieId 136778,The Squeeze (2015),Comedy|Drama
movieId 136786,Careful What You Wish For (2015),Thriller
movieId 136800,Robot Overlords (2014),Action|Adventure|Sci-Fi
movieId 136816,Bad Asses on the Bayou (2015),Action|Comedy
movieId 136834,The Eye: Infinity (2005),Horror
movieId 136838,Kiss me Kismet (2006),Comedy|Romance
movieId 136840,Da geht noch was! (2013),Comedy|Drama|Romance
movieId 136850,Villain (1971),Crime|Drama|Thriller
movieId 136859,The Lovers (2015),Action|Adventure|Romance|Sci-Fi
movieId 136864,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi
movieId 136912,God Loves Caviar (2012),Adventure
movieId 136958,Mortuary (1983),Horror
movieId 137218,April Morning (1988),Drama
movieId 137337,Amy (2015),Documentary
movieId 137345,That Demon Within (2014),Crime|Thriller
movieId 137517,Carnival Magic (1981),Drama|Fantasy
movieId 137595,Magic Mike XXL (2015),Comedy|Drama
movieId 137857,The Jungle Book (2016),Adventure|Drama|Fantasy
movieId 137859,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993),Action|Adventure|Animation
movieId 137863,Dragon Ball Z: Resurrection of F (2015),Action|Adventure|Animation|Fantasy
movieId 138036,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy
movieId 138186,Sorrow (2015),Crime|Drama|Horror
movieId 138204,7 Days in Hell (2015),Comedy
movieId 138208,The Walk (2015),Adventure|Drama|Thriller
movieId 138210,13 Hours (2016),Drama
movieId 138396,There Will Come a Day (2013),Comedy|Drama
movieId 138546,The Opposite Sex (2014),Comedy
movieId 138610,The Gallows (2015),Horror|Thriller
movieId 138632,Tokyo Tribe (2014),Action|Crime|Drama|Sci-Fi
movieId 138702,Feast (2014),Animation|Children|Comedy|Drama|Romance
movieId 138798,Joe Dirt 2: Beautiful Loser (2015),Comedy
movieId 138835,Return to Treasure Island (1988),Adventure|Animation|Comedy
movieId 138966,Nasu: Summer in Andalusia (2003),Animation
movieId 139052,Dark Places (2015),Drama|Mystery|Thriller
movieId 139130,Afro Samurai (2007),Action|Adventure|Animation|Drama|Fantasy
movieId 139157,Massu Engira Maasilamani (2015),Comedy|Horror|Thriller
movieId 139385,The Revenant (2015),Adventure|Drama
movieId 139415,Irrational Man (2015),Crime|Drama
movieId 139511,Exte: Hair Extensions (2007),Horror
movieId 139640,Ooops! Noah is Gone... (2015),Animation
movieId 139642,Southpaw (2015),Action|Drama
movieId 139644,Sicario (2015),Crime|Drama|Mystery
movieId 139655,Goodnight Mommy (Ich seh ich seh) (2014),Drama|Fantasy|Horror|Thriller
movieId 139717,10 Cent Pistol (2015),Crime|Thriller
movieId 139747,Before We Go (2014),Romance
movieId 139855,Anomalisa (2015),Animation|Comedy|Fantasy
movieId 139857,Colonia (2016),Thriller
movieId 139859,Ghost in the Shell Arise - Border 2: Ghost Whispers (2013),Action|Animation|Sci-Fi|Thriller
movieId 139915,How to Make Love Like an Englishman (2014),Comedy|Romance
movieId 139994,Fracchia contro Dracula (1985),Comedy|Horror
movieId 140016,Always Watching: A Marble Hornets Story (2015),Horror
movieId 140038,Madly in Love (1981),Comedy
movieId 140110,The Intern (2015),Comedy
movieId 140133,Hollywood Chainsaw Hookers (1988),Comedy|Horror
movieId 140162,Love (2015),Drama|Romance
movieId 140174,Room (2015),Drama
movieId 140237,The Runner (2015),Drama
movieId 140247,The Gift (2015),Drama|Horror
movieId 140265,George Carlin: Jammin' in New York (1992),Comedy
movieId 140267,The Witch (2015),Horror
movieId 140289,Men & Chicken (2015),Comedy|Drama
movieId 140301,The Escort (2015),Comedy|Romance
movieId 140359,Doctor Who: The Waters of Mars (2009),Adventure|Children|Sci-Fi
movieId 140481,"Family Guy Presents: Something, Something, Something, Dark Side (2009)",Animation|Comedy|Sci-Fi
movieId 140523,"Visit, The (2015)",Comedy|Horror
movieId 140525,Secret in Their Eyes (2015),Crime|Drama|Mystery
movieId 140541,The Electric Hotel (1908),Animation|Comedy|Sci-Fi
movieId 140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),Comedy|Documentary
movieId 140627,Battle For Sevastopol (2015),Drama|Romance|War
movieId 140711,American Ultra (2015),Action|Comedy|Sci-Fi|Thriller
movieId 140715,Straight Outta Compton (2015),Drama
movieId 140725,Cop Car (2015),Crime|Thriller
movieId 140737,The Lost Room (2006),Action|Fantasy|Mystery
movieId 140816,Tangerine (2015),Comedy|Drama
movieId 140850,Every Secret Thing (2014),Crime|Drama|Mystery|Thriller
movieId 140852,964 Pinocchio (1991),Horror|Sci-Fi
movieId 140928,Joy (2015),Comedy|Drama
movieId 140956,Ready Player One,Action|Sci-Fi|Thriller
movieId 141004,Victor Frankenstein (2015),Drama|Horror|Sci-Fi
movieId 141131,Guardians (2016),(no genres listed)
movieId 141400,Invincible Shaolin (1978),Action
movieId 141408,Scouts Guide to the Zombie Apocalypse (2015),Action|Comedy|Horror
movieId 141422,Suffragette (2015),Drama
movieId 141513,Fort Tilden (2014),Comedy
movieId 141544,Turbo Kid (2015),Action|Adventure|Sci-Fi
movieId 141646,The Unauthorized Saved by the Bell Story (2014),Comedy|Drama
movieId 141668,War Room (2015),Drama
movieId 141688,Legend (2015),Crime|Thriller
movieId 141718,Deathgasm (2015),Comedy|Horror
movieId 141749,The Danish Girl (2015),Drama
movieId 141799,Cooties (2015),Comedy|Horror
movieId 141810,Autumn Marathon (1979),Comedy|Drama
movieId 141816,12 Chairs (1976),Adventure|Comedy
movieId 141818,Ordinary Miracle (1978),Comedy|Drama|Fantasy|Romance
movieId 141820,Old Men: Robbers (1971),Comedy
movieId 141830,Unbelievable Adventures of Italians in Russia (1974),Adventure|Comedy
movieId 141836,It Can't Be! (1975),Comedy
movieId 141844,12 Chairs (1971),Adventure|Comedy
movieId 141846,Steve Jobs: The Man in the Machine (2015),Documentary
movieId 141866,Green Room (2015),(no genres listed)
movieId 141890,Beasts of No Nation (2015),Drama|War
movieId 141928,Bloodsucking Bastards (2015),Comedy|Horror
movieId 141994,Saving Christmas (2014),Children|Comedy
movieId 142020,Oscar (1967),Comedy
movieId 142056,Iron Man & Hulk: Heroes United (2013),Action|Adventure|Animation
movieId 142074,Knock Knock (2015),Crime|Horror|Thriller
movieId 142115,The Blue Planet (2001),Documentary
movieId 142196,Cornered! (2009),Comedy|Horror
movieId 142222,Demolition (2016),Drama
movieId 142366,Cigarette Burns (2005),Horror|Thriller
movieId 142372,Our Brand Is Crisis (2015),Comedy|Drama
movieId 142420,High Rise (2015),Action|Drama|Sci-Fi
movieId 142422,The Night Before (2015),Comedy
movieId 142424,Into the Forest (2015),Drama|Sci-Fi
movieId 142444,The Editor (2015),Comedy|Horror|Mystery
movieId 142448,Everest (2015),Adventure|Drama|Thriller
movieId 142456,The Brand New Testament (2015),(no genres listed)
movieId 142488,Spotlight (2015),Thriller
movieId 142507,Pawn Sacrifice (2015),Drama
movieId 142509,Hardcore Henry (2015),Action|Adventure|Sci-Fi
movieId 142536,Burnt (2015),Drama
movieId 142550,Ryuzo and the Seven Henchmen (2015),Action|Comedy
movieId 142558,If I Were a Rich Man (2002),Comedy
movieId 142598,Last Shift (2014),Horror
movieId 142602,"F*ck You, Goethe 2 (2015)",Comedy
movieId 142831,Garam Masala (2005),Comedy
movieId 142961,Life Eternal (2015),Comedy|Crime|Thriller
movieId 142997,Hotel Transylvania 2 (2015),Animation|Comedy
movieId 143001,Anti-Social (2015),Crime
movieId 143031,Jump In! (2007),Comedy|Drama|Romance
movieId 143245,The Little Prince (2015),Animation|Fantasy
movieId 143255,Narcopolis (2014),Mystery|Sci-Fi|Thriller
movieId 143257,Ashby (2015),Comedy|Drama
movieId 143355,Wonder Woman (2017),Action|Adventure|Fantasy
movieId 143365,The Circle (2016),Drama|Sci-Fi|Thriller
movieId 143367,Silence (2016),Drama|Thriller
movieId 143385,Bridge of Spies (2015),Drama|Thriller
movieId 143410,Hyena Road,(no genres listed)
movieId 143458,The Great Hypnotist (2014),Drama|Mystery|Thriller
movieId 143472,Into the Grizzly Maze (2015),Action|Horror|Thriller
movieId 143511,Human (2015),Documentary
movieId 143525,Chasuke's Journey (2015),Comedy|Drama
movieId 143559,L.A. Slasher (2015),Comedy|Crime|Fantasy
movieId 143859,"Hail, Caesar! (2016)",Comedy
movieId 143896,How To Change The World (2015),Documentary
movieId 143969,Er ist wieder da (2015),Comedy
movieId 144210,Just Eat It: A Food Waste Story (2014),Documentary
movieId 144222,Bros Before Hos (2013),Comedy
movieId 144262,Slow Learners (2015),Comedy|Romance
movieId 144352,Unforgiven (2013),Action|Crime|Drama
movieId 144478,"Sex, Drugs & Taxation (2013)",Comedy|Drama
movieId 144522,Sky High (2003),Action|Horror|Thriller
